40,Renato,Rodrigues,M,27/12/1968,renato.rodrigues@techdomainexperts.net,09/04/2014,03/06/2022,Esp. em Virtualização de Servidores,179952.00,Londres,Reino Unido
41,Luis,Ferreira,M,10/08/1964,luis.ferreira@webgurupro.net,18/01/2011,27/02/2023,Analista de Dados,189732.00,Los Angeles,Estados Unidos
42,Miguel,Cardoso,M,13/11/1968,miguel.cardoso@digitalinnovationlab.com,02/12/2014,27/03/2022,Esp. em Inteligência de Negócios (BI),154944.00,Lyon,França
43,Bruno,Rodrigues,M,19/02/1975,bruno.rodrigues@techsavvydomains.net,30/10/2019,05/09/2022,Esp. em Experiência do Usuário (UX),203460.00,Madrid,Espanha
44,Arthur,Gomes,M,12/08/1982,arthur.gomes@webmasterylab.com,07/10/2022,30/11/2022,Esp. em Interface do Usuário (UI),186468.00,Marselha,França
45,Matheus,Santos,M,12/04/1987,matheus.santos@creativewebtech.net,21/10/2010,21/11/2022,Esp. em Tecnologias Mobile,152220.00,Melbourne,Austrália
46,Henrique,Pereira,M,01/07/1977,henrique.pereira@futuredigitaltrends.com,23/02/2012,23/04/2022,Desenvolvedor de Aplicativos Móveis,282384.00,Miami,Estados Unidos
47,Ivan,Rocha,M,10/04/1983,ivan.rocha@securewebsolutions.net,28/09/2010,25/03/2022,Esp. em Sistemas de Informação Geográfica (GIS),122412.00,Montreal,Canadá
48,Raul,Martins,M,25/04/1974,raul.martins@cloudtechgenius.com,20/04/2022,15/07/2022,Esp. em Automação de Processos,160380.00,Mumbai,Índia
49,Jose, Carvalho,M,15/05/1992,josé.carvalho@webpromastery.net,01/09/2020,25/10/2022,Esp. em Robótica,220776.00,Munique,Alemanha
50,Paulo,Barbosa,M,05/07/1994,paulo.barbosa@innovatedigitaltech.com,26/12/2018,01/02/2023,Esp. em Engenharia de Software,284916.00,Nice,França
51,Marcio,Castro,M,24/05/1970,márcio.castro@wisewebtrends.net,21/05/2010,02/08/2022,Eng. Civil,223620.00,Nova York,Estados Unidos
52,Leandro,Santos,M,22/11/1995,leandro.santos@proactivedomainmakers.com,17/09/2012,07/07/2022,Eng. Mecânico,246276.00,Osaka,Japão
53,Ricardo,Menezes,M,27/12/1980,ricardo.menezes@digitalwebsavvy.com,14/08/2017,27/01/2023,Eng. Elétrico,277092.00,Oslo,Noruega
54,Júlio,Cavalcanti,M,14/04/1976,júlio.cavalcanti@webgeniuslab.net,28/10/2020,09/03/2023,Eng. de Produção,120108.00,Paris,França
55,Cesar,Oliveira,M,30/06/1984,cesar.oliveira@techstrategymakers.com,23/10/2012,10/12/2022,Eng. Químico,132312.00,Pequim,China
56,Anderson,Santos,M,09/05/1968,anderson.santos@webmasterygurus.com,03/10/2010,03/03/2023,Eng. de Controle e Automação,141168.00,Phoenix,Estados Unidos
57,Juan,Ribeiro,M,07/01/1983,juan.ribeiro@securedigitaldomains.net,04/05/2017,05/02/2023,Eng. de Processos,190752.00,Portland,Estados Unidos
58,Marcel,Silva,M,27/03/1972,marcel.silva@wisetechsolutions.com,17/10/2018,07/06/2022,Eng. de Segurança do Trabalho,211356.00,Porto,Portugal
59,Maurício,Cunha,M,03/12/1988,maurício.cunha@prowebmasterylab.net,27/03/2019,16/03/2022,Eng. de Telecomunicações,209988.00,Praga,República Tcheca
60,Alan,Alves,M,21/12/1988,alan.alves@digitaldomaingurus.com,11/12/2021,17/06/2022,Eng. de Energia,187908.00,Pune,Índia
61,Jorge,Costa,M,17/08/1975,jorge.costa@webproinnovators.net,29/06/2011,12/02/2022,Eng. de Manufatura,125664.00,Recife,Brasil
62,Renan,Fernandes,M,25/06/1993,renan.fernandes@techinnovationlab.com,11/09/2021,25/03/2022,Eng. de Qualidade,187728.00,Rio de Janeiro,Brasil
63,Alexsandro,Rodrigues,M,19/08/1983,alexsandro.rodrigues@futurewebmakers.net,27/01/2022,12/05/2022,Eng. de Projeto,193044.00,Roterdam,Países Baixos
64,Rodrigo,Santos,M,28/12/1960,rodrigo.santos@wisedigitallab.com,09/09/2011,10/02/2023,Eng. de Materiais,185652.00,Salt Lake City,Estados Unidos
65,Jairo,Oliveira,M,30/01/1988,jairo.oliveira@webgeniuspro.net,02/05/2018,11/10/2022,Eng. de Automação Industrial,280008.00,San Diego,Estados Unidos
66,Guilherme,Souza,M,24/07/1963,guilherme.souza@securewebtrends.com,14/02/2020,16/10/2022,Eng. de Pesquisa e Desenvolvimento,258972.00,San Francisco,Estados Unidos
67,Davi,Pereira,M,15/06/1978,davi.pereira@proactivetechsolutions.net,31/03/2013,18/12/2022,Eng. de Sistemas,130524.00,San Jose,Estados Unidos
68,Osvaldo,Jorge,M,22/04/1988,osvaldo.jorge@digitalstrategygenius.com,04/07/2022,08/01/2023,Eng. de Meio Ambiente,275988.00,São Paulo,Brasil
69,Valdemir,Renan,M,22/01/1973,valdemir.renan@webmasteryzone.net,17/05/2010,31/01/2023,Eng. de Computação,162576.00,São José dos Campos,Brasil
70,Benício,Lima,M,21/12/1993,benício.lima@cloudtechinnovators.com,02/02/2015,21/03/2022,Eng. de Controle de Qualidade,297096.00,Seattle,Estados Unidos
71,Jonas,Gomes,M,18/03/1986,jonas.gomes@techdomain.org,01/06/2015,27/09/2022,Desenvolvedor de Software,286224.00,Seul,Coreia do Sul
72,Vinicius,Santos,M,24/07/1974,vinicius.santos@webprogurus.org,21/11/2014,03/04/2022,Eng. de Software,137376.00,Sevilha,Espanha
73,Lucas,Silva,M,10/12/1969,lucas.silva@creativetechhub.org,21/06/2020,26/06/2022,Analista de Sistemas,235884.00,Shenzhen,China
74,Jorge,Jorge,M,13/01/1970,jorge.jorge@futurewebtrends.org,08/10/2010,04/03/2023,Arquiteto de Soluções,294384.00,Silicon Valley,Estados Unidos
75,Renan,Souza,M,06/03/1969,renan.souza@techsolutionslab.org,08/02/2019,04/05/2022,Administrador de Banco de Dados,177384.00,Singapura,Singapura
76,Maria,Oliveira,F,01/12/1995,maria.oliveira@webmasteryexperts.org,01/10/2016,20/04/2022,Esp. em Segurança da Informação,210696.00,Songdo,Coreia do Sul
77,Ana,Santos,F,02/11/1982,ana.santos@innovatewebtech.org,17/03/2023,24/02/2023,Gerente de Projeto de TI,290052.00,Sydney,Austrália
78,Beatriz,Ribeiro,F,11/06/1975,beatriz.ribeiro@secureonlinedomains.org,07/02/2017,09/08/2022,Analista de Redes,203412.00,Tel Aviv,Israel
79,Juliana,Santos,F,23/02/1970,juliana.santos@cloudtechmakers.org,30/10/2010,26/08/2022,Cientista de Dados,172128.00,Tóquio,Japão
80,Camila,Ribeiro,F,16/01/1968,camila.ribeiro@proactivewebsolutions.org,09/01/2010,13/04/2022,Esp. em Cloud Computing,222660.00,Toronto,Canadá
81,Amanda,Silva,F,14/03/1977,amanda.silva@wisedigitalstrategies.org,26/06/2015,11/12/2022,Analista de Sistemas,182244.00,Toulouse,França
82,Fernanda,Cunha,F,22/07/1994,fernanda.cunha@webgeniuszone.org,22/01/2019,10/07/2022,Arquiteto de Soluções,152448.00,Valencia,Espanha
83,Gabriela,Alves,F,24/03/1984,gabriela.alves@techtrendmakers.org,31/12/2014,02/09/2022,Administrador de Banco de Dados,297696.00,Vancouver,Canadá
84,Isabella,Costa,F,12/12/1978,isabella.costa@freshonlinedomains.org,09/09/2012,17/01/2022,Esp. em Segurança da Informação,292680.00,Varsóvia,Polônia
85,Luana,Fernandes,F,16/03/1962,luana.fernandes@digitalstrategylab.org,20/10/2017,29/01/2022,Gerente de Projeto de TI,237060.00,Veneza,Itália
86,Letícia,Rodrigues,F,12/04/1973,letícia.rodrigues@webwizardryexperts.org,31/08/2018,28/10/2022,Gerente de Infraestrutura de TI,157704.00,Viena,Áustria
87,Sophia,Santos,F,20/03/1968,sophia.santos@websavvygurus.org,08/12/2010,18/02/2023,Esp. em Bancos de Dados,236028.00,Washington DC,Estados Unidos
88,Laura,Oliveira,F,03/08/1968,laura.oliveira@wisewebmasters.org,23/02/2019,04/03/2023,Esp. em Web Design,255888.00,Wellington,Nova Zelândia
89,Carla,Silva,F,16/05/1969,carla.silva@prowebsolutionslab.org,01/11/2020,28/01/2022,Analista de Segurança da Informação,289272.00,Xangai,China
90,Bruna,Santos,F,28/12/1961,bruna.santos@techdomainexperts.org,18/04/2011,17/10/2022,Esp. em Suporte Técnico,220752.00,Zurique,Suíça
91,Natalia,Oliveira,F,03/11/1973,natália.oliveira@webgurupro.org,05/02/2021,20/09/2022,Desenvolvedor Front-end,280932.00,Bangalore,Índia
92,Alice,Souza,F,21/08/1980,alice.souza@digitalinnovationlab.org,29/12/2022,27/09/2022,Desenvolvedor Back-end,232104.00,Barcelona,Espanha
93,Mirella,Rodrigues,F,16/10/1965,mirella.rodrigues@techsavvydomains.org,01/02/2017,03/10/2022,Desenvolvedor Full Stack,241356.00,Berlim,Alemanha
94,Vanessa,Almeida,F,03/05/1969,vanessa.almeida@webmasterylab.org,20/08/2020,22/07/2022,Esp. em Internet das Coisas (IoT),143496.00,Bilbau,Espanha
95,Paula,Costa,F,18/10/1980,paula.costa@creativewebtech.org,23/09/2011,24/06/2022,Eng. de Dados,259356.00,Boston,Estados Unidos
96,Flavia,Pereira,F,21/08/1987,flávia.pereira@futuredigitaltrends.org,12/06/2012,06/09/2022,Esp. em DevOps,277812.00,Bratislava,Eslováquia
97,Raquel,Fernandes,F,31/03/1970,raquel.fernandes@securewebsolutions.org,27/10/2013,20/10/2022,Esp. em Big Data,219528.00,Brisbane,Austrália
98,Carol,Garcia,F,26/09/1971,carol.garcia@cloudtechgenius.org,02/08/2020,01/02/2023,Arquiteto de Software,199728.00,Austin,Estados Unidos
99,Giselle,Ribeiro,F,03/12/1973,giselle.ribeiro@webpromastery.org,25/06/2020,22/02/2023,Esp. em Realidade Virtual/Realidade Aumentada,298704.00,Bangalore,Índia
100,Jessica,Nunes,F,06/05/1973,jéssica.nunes@innovatedigitaltech.org,09/06/2015,11/04/2022,Analista de Negócios de TI,281712.00,Barcelona,Espanha
101,Marcela,Carvalho,F,30/09/1990,marcela.carvalho@wisewebtrends.org,28/12/2011,15/05/2022,Esp. em Automação de Testes,177060.00,Berlim,Alemanha
102,Priscila,Lima,F,03/07/1971,priscila.lima@proactivedomainmakers.org,24/09/2020,08/11/2022,Esp. em Machine Learning,166200.00,Bilbau,Espanha
103,Renata,Araújo,F,31/01/1977,renata.araújo@digitalwebsavvy.org,12/01/2016,07/10/2022,Esp. em Blockchain,245904.00,Boston,Estados Unidos
104,Vívian,Ferreira,F,13/11/1982,vívian.ferreira@webgeniuslab.org,14/06/2010,24/10/2022,Esp. em Cibersegurança,200736.00,Bratislava,Eslováquia
105,Patrícia,Cardoso,F,16/02/1984,patrícia.cardoso@techstrategymakers.org,25/07/2016,17/04/2022,Esp. em Gerenciamento de Projetos de TI,166800.00,Brisbane,Austrália
106,Giovanna,Gomes,F,06/09/1987,giovanna.gomes@webmasterygurus.org,27/01/2019,28/01/2022,Analista de Qualidade de Software,124608.00,Budapeste,Hungria
107,Larissa,Rocha,F,09/04/1990,larissa.rocha@securedigitaldomains.org,22/04/2017,01/11/2022,Gerente de Operações de TI,223236.00,Cambridge,Reino Unido
108,Thais,Martins,F,26/08/1973,thais.martins@wisetechsolutions.org,09/02/2014,30/04/2022,Esp. em Computação em Nuvem Híbrida,214584.00,Campinas,Brasil
109,Kelly,Barbosa,F,20/11/1984,kelly.barbosa@prowebmasterylab.org,24/10/2021,23/01/2022,Esp. em Redes de Computadores,275028.00,Chennai,Índia
110,Valentina,Castro,F,16/06/1964,valentina.castro@digitaldomaingurus.org,06/02/2020,14/11/2022,Esp. em Virtualização de Servidores,285552.00,Chicago,Estados Unidos
111,Marta,Menezes,F,15/05/1994,marta.menezes@webproinnovators.org,04/02/2021,02/07/2022,Analista de Dados,175836.00,Coimbra,Portugal
112,Mariana,Cavalcanti,F,03/01/1987,mariana.cavalcanti@techinnovationlab.org,08/01/2018,11/08/2022,Esp. em Inteligência de Negócios (BI),184008.00,,
113,Andreia,Cunha,F,09/08/1990,andréia.cunha@futurewebmakers.org,10/10/2013,22/02/2022,Esp. em Experiência do Usuário (UX),252156.00,,
114,Cláudia,Alves,F,17/08/1961,cláudia.alves@wisedigitallab.org,15/07/2011,22/02/2023,Esp. em Interface do Usuário (UI),288420.00,,
115,Júlia,Costa,F,01/05/1982,júlia.costa@webgeniuspro.org,17/02/2020,29/10/2022,Esp. em Tecnologias Mobile,120936.00,,
116,Rosa,Castro,F,16/07/1978,rosa.castro@securewebtrends.org,29/05/2011,04/08/2022,Desenvolvedor de Aplicativos Móveis,154980.00,Houston,Estados Unidos
117,Fabiana,Lima,F,15/09/1989,fabiana.lima@proactivetechsolutions.org,29/04/2021,25/09/2022,Esp. em Sistemas de Informação Geográfica (GIS),205452.00,Hyderabad,Índia
118,Luciana,Santos,F,07/10/1985,luciana.santos@digitalstrategygenius.org,09/11/2015,04/01/2023,Esp. em Automação de Processos,229584.00,Jerusalém,Israel
119,Lívia,Ribeiro,F,26/08/1983,lívia.ribeiro@webmasteryzone.org,05/01/2021,06/09/2022,Esp. em Robótica,181980.00,Lisboa,Portugal
120,Débora,Silva,F,11/04/1989,débora.silva@cloudtechinnovators.org,07/04/2022,30/03/2022,Esp. em Engenharia de Software,225984.00,Londres,Reino Unido
121,Bianca,Oliveira,F,09/09/1991,bianca.oliveira@proactivewebsolutions.org,17/09/2013,15/10/2022,Eng. Civil,203568.00,Los Angeles,Estados Unidos
122,Tainá,Santos,F,06/01/1985,tainá.santos@wisedigitalstrategies.org,01/07/2013,13/01/2022,Eng. Mecânico,270696.00,Lyon,França
123,Adriana,Rocha,F,03/12/1984,adriana.rocha@webgeniuszone.org,29/07/2011,25/01/2022,Eng. Elétrico,154668.00,Madrid,Espanha
124,Natalia,Gomes,F,08/04/1981,natalia.gomes@techtrendmakers.org,27/02/2015,10/03/2023,Eng. de Produção,204456.00,Marselha,França
125,Daniela,Fernandes,F,06/03/1983,daniela.fernandes@freshonlinedomains.org,27/12/2016,24/07/2022,Eng. Químico,144552.00,Melbourne,Austrália
126,Andréia,Castro,F,05/04/1968,andréia.castro@digitalstrategylab.org,12/01/2018,21/03/2022,Eng. de Controle e Automação,195960.00,Miami,Estados Unidos
127,Claudia,Lima,F,16/04/1975,cláudia.lima@webwizardryexperts.org,09/07/2018,06/01/2023,Eng. de Processos,209328.00,Montreal,Canadá
128,Julia,Martins,F,22/06/1968,júlia.martins@websavvygurus.org,16/10/2018,15/12/2022,Eng. de Segurança do Trabalho,233940.00,Mumbai,Índia
129,Bianca,Fernandes,F,08/12/1984,bianca.fernandes@wisewebmasters.org,06/06/2015,20/02/2023,Eng. de Telecomunicações,248208.00,Munique,Alemanha
130,Tainá,Castro,F,26/06/1972,tainá.castro@prowebsolutionslab.org,28/11/2013,19/10/2022,Eng. de Energia,164652.00,Nice,França
131,Liam,Smith,M,23/03/1978,liam.smith@techdomainexperts.org,01/09/2022,10/08/2022,Eng. de Manufatura,255048.00,Nova York,Estados Unidos
132,Noah,Johnson,M,15/02/1985,noah.johnson@webgurupro.org,02/07/2010,22/01/2022,Eng. de Qualidade,215772.00,Osaka,Japão
133,Ethan,Brown,M,25/07/1965,ethan.brown@digitalinnovationlab.org,24/08/2022,12/02/2023,Eng. de Projeto,283656.00,Oslo,Noruega
134,Oliver,Taylor,M,06/01/1992,oliver.taylor@techsavvydomains.org,03/07/2013,18/12/2022,Eng. de Materiais,274248.00,Paris,França
135,Elijah,Anderson,M,06/01/1993,elijah.anderson@proactivedomainmakers.org,17/07/2014,08/02/2023,Eng. de Automação Industrial,260796.00,Pequim,China
136,Benjamin,Clark,M,23/05/1975,benjamin.clark@digitalwebsavvy.org,24/02/2020,14/04/2022,Eng. de Pesquisa e Desenvolvimento,215904.00,Phoenix,Estados Unidos
137,William,Rodriguez,M,19/06/1968,william.rodriguez@webgeniuslab.org,21/08/2014,06/09/2022,Eng. de Sistemas,192828.00,Portland,Estados Unidos
138,James,Martinez,M,01/03/1992,james.martinez@techstrategymakers.org,27/05/2014,19/01/2023,Eng. de Meio Ambiente,287148.00,Porto,Portugal
139,Samuel,Harris,M,23/06/1972,samuel.harris@webmasterygurus.org,30/03/2014,21/12/2022,Eng. de Computação,251064.00,,
140,Daniel,Nelson,M,09/07/1973,daniel.nelson@securedigitaldomains.org,19/10/2010,26/01/2022,Eng. de Controle de Qualidade,190008.00,,
141,Henry,Thompson,M,12/05/1993,henry.thompson@wisetechsolutions.org,29/04/2012,11/07/2022,Eng. Mecânico,175764.00,,
142,Jackson,Hall,M,05/03/1973,jackson.hall@prowebmasterylab.org,04/11/2018,26/04/2022,Eng. Elétrico,265320.00,,
143,Sebastian,Adams,M,04/10/1967,sebastian.adams@digitaldomaingurus.org,13/07/2011,13/11/2022,Eng. de Produção,299052.00,,
144,David,Baker,M,08/12/1990,david.baker@webproinnovators.org,11/02/2016,14/01/2022,Eng. Químico,214884.00,,
145,Lucas,King,M,15/10/1980,lucas.king@techinnovationlab.org,08/08/2021,19/09/2022,Eng. de Controle e Automação,271272.00,,
146,Caleb,Garcia,M,17/01/1973,caleb.garcia@futurewebmakers.org,25/09/2018,15/01/2022,Eng. de Processos,228792.00,,
147,Alexander,Wright,M,16/03/1990,alexander.wright@wisedigitallab.org,12/09/2014,14/07/2022,Eng. de Segurança do Trabalho,121800.00,,
148,Joseph,Turner,M,30/04/1979,joseph.turner@webgeniuspro.org,06/01/2010,02/01/2023,Eng. de Telecomunicações,209472.00,,
149,Benjamin,Scott,M,13/12/1984,benjamin.scott@securewebtrends.org,24/09/2019,31/01/2022,Eng. de Energia,206100.00,,
150,Samuel,Campbell,M,09/04/1980,samuel.campbell@techdomain.com,23/02/2013,07/04/2022,Eng. de Manufatura,135396.00,Houston,Estados Unidos
151,Christopher,Green,M,03/05/1977,christopher.green@brightwebsolutions.net,10/10/2022,19/05/2022,Eng. de Qualidade,120732.00,Hyderabad,Índia
152,Ethan,Young,M,12/11/1972,ethan.young@freshonline.com,29/09/2021,26/09/2022,Eng. de Projeto,148044.00,Jerusalém,Israel
153,Andrew,Jackson,M,05/11/1985,andrew.jackson@proactiveweb.com,16/06/2016,09/02/2023,Eng. de Materiais,221496.00,Lisboa,Portugal
154,Joshua,Lee,M,18/10/1982,joshua.lee@wisedigitalsolutions.com,28/07/2015,20/12/2022,Eng. de Automação Industrial,207600.00,Londres,Reino Unido
155,Benjamin,Walker,M,23/10/1985,benjamin.walker@creativetechhub.com,08/04/2017,14/10/2022,Eng. de Pesquisa e Desenvolvimento,129036.00,Los Angeles,Estados Unidos
156,Jacob,White,M,06/06/1992,jacob.white@secureonlinesolutions.net,09/03/2018,01/03/2023,Eng. de Sistemas,129948.00,Lyon,França
157,Nicholas,Harris,M,16/06/1983,nicholas.harris@cloudtechmasters.com,27/04/2021,30/07/2022,Eng. de Meio Ambiente,139812.00,Madrid,Espanha
158,Matthew,Martin,M,23/02/1990,matthew.martin@webproexperts.com,02/03/2023,17/05/2022,Eng. de Computação,124824.00,Marselha,França
159,Liam,Martinez,M,12/05/1974,liam.martinez@digitaldomainmakers.com,01/10/2013,15/02/2023,Eng. de Controle de Qualidade,157548.00,Melbourne,Austrália
160,Samuel,Davis,M,10/03/1963,samuel.davis@innovatewebtech.com,02/04/2010,28/02/2022,Desenvolvedor de Software,123492.00,Miami,Estados Unidos
161,William,Rodriguez,M,23/04/1962,william.rodriguez@techgurusonline.com,05/01/2021,18/06/2022,Eng. de Software,250356.00,Montreal,Canadá
162,Christopher,Wilson,M,22/09/1989,christopher.wilson@websavvysolutions.net,16/12/2013,19/01/2023,Analista de Sistemas,231648.00,Mumbai,Índia
163,Michael,Anderson,M,05/05/1993,michael.anderson@futurewebtrends.com,14/06/2022,14/08/2022,Arquiteto de Soluções,216732.00,Munique,Alemanha
164,Alexander,Clark,M,13/06/1984,alexander.clark@digitalstrategylab.com,07/02/2019,03/08/2022,Administrador de Banco de Dados,194016.00,Nice,França
165,James,Thomas,M,23/01/1995,james.thomas@webwizardsonline.com,18/03/2010,23/01/2022,Esp. em Segurança da Informação,214656.00,Nova York,Estados Unidos
166,Benjamin,Lewis,M,21/05/1964,benjamin.lewis@techtrendmakers.com,09/04/2010,22/10/2022,Gerente de Projeto de TI,282288.00,Osaka,Japão
167,David,Johnson,M,23/12/1965,david.johnson@digitaldomainexperts.net,01/08/2022,30/04/2022,Analista de Redes,220068.00,Oslo,Noruega
168,Benjamin,Hall,M,19/02/1976,benjamin.hall@webmasterysolutions.com,20/07/2014,18/06/2022,Cientista de Dados,198132.00,Paris,França
169,Henry,Turner,M,05/06/1966,henry.turner@prowebsolutions.net,27/06/2021,15/07/2022,Esp. em Cloud Computing,192180.00,Pequim,China
170,Noah,Allen,M,21/02/1988,noah.allen@digitaldomainmasters.com,30/12/2021,05/01/2023,Analista de Sistemas,166056.00,Phoenix,Estados Unidos
171,Elijah,King,M,17/08/1994,elijah.king@webprogurus.net,26/10/2022,13/01/2022,Arquiteto de Soluções,139704.00,Portland,Estados Unidos
172,Ethan,Turner,M,13/05/1961,ethan.turner@creativetechhub.com,14/02/2012,09/12/2022,Administrador de Banco de Dados,187500.00,Porto,Portugal
173,Alexander,Wright,M,01/03/1975,alexander.wright@futurewebtrends.net,08/08/2012,16/09/2022,Esp. em Segurança da Informação,153972.00,,
